URL (For Author or Uniform title) or URI,LC #,VIAF URI,LC NAME/TITLE or VIAF AUTHOR NAME,Location,Century/Dates Active,Begin Date/Birth Year,End Date/Death Year,OLD AUTHOR NAME,LS AUTHOR NAME,PHI AUTHOR NAME,OLD AUTHOR NAME ABBREVIATION,LS AUTHOR NAME ABBREVIATION,A&G AUTHOR NAME ABBREVIATION,WORK TITLE,DATE OF WORK,OLD ABBREVIATED TITLE,LS ABBREVIATED TITLE,A&G ABBREVIATED TITLE,OLD/PHI STANDARD EDITION,WE OWN?,TLL Standard Edition,WE OWN?,LS STANDARD EDITION,WE OWN?,PHI#,STOA#,PERSEUS HAS THIS WORK,Other identifier,Related Work ID,NOTE,URL
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Mercator,205 BCE-184 BCE,PL. Mer. 1026 ,Plaut. Merc.,Pl. Merc.,Lindsay OCT 1903  / Leo 1895,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Ritschl, Weise",yes;need to obtain,119.11,stoa0231-stoa011,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Miles Gloriosus,205 BCE-184 BCE,PL. Mil. 1437 ,Plaut. Mil.,Pl. Mil.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Brix; Fleck.; Gronov.; Lamb.; Lorenz; Ritschl, Weise",yes;need to obtain,119.12,stoa0231-stoa012,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Mostellaria,205 BCE-184 BCE,PL. Mos. 1181 ,Plaut. Most.,Pl. Most.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Lorenz.; Ritschl, Weise",yes;need to obtain,119.13,stoa0231-stoa013,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Persa,205 BCE-184 BCE,PL. Per. 858 ,Plaut. Pers.,Pl. Pers.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Ritschl, Weise",yes;need to obtain,119.14,stoa0231-stoa014,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Poenulus,205 BCE-184 BCE,PL. Poen. 1422,Plaut. Poen.,Pl. Poen.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Ritschl, Weise",yes;need to obtain,119.15,stoa0231-stoa015,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Pseudolus ,191 BCE,PL. Ps. 1335 ,Plaut. Ps.,Pl. Ps.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Lorenz; Ritschl, Weise",yes;need to obtain,119.16,stoa0231-stoa016,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Rudens ,205 BCE-184 BCE,PL. Rud. 1423 ,Plaut. Rud.,Pl. Rud.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Ritschl, Weise",yes;need to obtain,119.17,stoa0231-stoa017,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Stichus ,200 BCE,PL. St. 775 ,Plaut. Stich.,Pl. Stich.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Ritschl, Weise",yes;need to obtain,119.18,stoa0231-stoa018,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Trinummus,205 BCE-184 BCE,PL. Trin. 1189 ,Plaut. Trin.,Pl. Trin.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Brix; Fleck.; Gronov.; Lamb.; Ritschl; Wagn. or Wagner, Weise",yes;need to obtain,119.19,stoa0231-stoa019,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Truculentus ,205 BCE-184 BCE,PL. Truc. 968 ,Plaut. Truc.,Pl. Truc.,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Ritschl, Speng.;Weise",yes;need to obtain,119.20,stoa0231-stoa020,yes,,,,
https://viaf.org/viaf/66462281/,n80-14980,66462281,"Plautus, Titus Maccius","Rome, Italy/Sarsina, Italy",300 BCE-200 BCE,254 BCE,184 BCE,T. Maccius Plautus,T. Maccius Plautus,T. Maccius Plautus,PL.,Plaut.,Pl.,Vidularia ,205 BCE-184 BCE,PL. Vid. 91 ,none,none,Lindsay OCT 1903  / Leo 1896,yes (we have a reprint),Leo 1895-1896,yes,"Bothe, Fleck.; Gronov.; Lamb.; Ritschl, Weise",yes;need to obtain,119.21,stoa0231-stoa021,yes,,,,
https://viaf.org/viaf/100219162/,n79-42075,100219162,Pliny the Elder,"Como, Italy/Rome, Italy",100 CE,23 CE,79 CE,C. Plinius Secundus ,C. Plinius Secundus (major) ,Gaius Plinius Secundus ,PLIN.,Plin.,Plin.,Naturalis Historia / Historia Naturalis,43 CE-79 CE,PLIN. Nat. 37. 205 ,Plin. H. N. / Plin.,Plin. H. N.,Mayhoff T 1892-1909,yes,same as OCT-earlier edition,yes,"Detlef., Gronov.,Jan(or Jahn); Sill. ",no-need to obtain,978.1,stoa0232-stoa001,yes,,,,
https://viaf.org/viaf/100219162/,n79-42075,100219162,Pliny the Elder,"Como, Italy/Rome, Italy",100 CE,23 CE,79 CE,C. Plinius Secundus ,C. Plinius Secundus (major) ,Gaius Plinius Secundus ,PLIN.,Plin.,Plin.,Dubius Sermo,69 CE,none,none,none,Della Casa 1969,n.a.,none,n.a.,none,n.a.,978.2,none,no,,,,
https://viaf.org/viaf/10638270/,n79-75182,10638270,Pliny the Younger,"Como, Italy/Rome, Italy",100 CE-200 CE,61 CE/62 CE,117 CE,C. Plinius Caecilius Secundus ,C. Plinius Caecilius Secundus (minor),C. Plinius Caecilius Secundus ,PLIN.,Plin.,Plin.,Epistulae ,97 CE-113 CE,PLIN. Ep. 9. 40. 3 ,Plin. Ep.,Plin. Ep.,Schuster T 1952  / Mynors 1966,yes-(we also have a reprint that is not in public domain),Keil 1853,yes,"Bip., Doring, Gesn.; Gierig; Keil ",no-need to obtain,1318.1,stoa0233-stoa001,yes,,,LS states they typically just use Plin. To indicate this work,
https://viaf.org/viaf/10638270/,n79-75182,10638270,Pliny the Younger,"Como, Italy/Rome, Italy",100 CE-200 CE,61 CE/62 CE,117 CE,C. Plinius Caecilius Secundus ,C. Plinius Caecilius Secundus (minor),C. Plinius Caecilius Secundus ,PLIN.,Plin.,Plin.,Epistulae ad Traianum,,PLIN. Ep. Tra. 10. 120 (121). 2 ,none,none,Schuster T 1952 ,yes-(we also have a reprint that is not in public domain),Keil 1853,yes,"Bip., Doring, Gesn.; Gierig; Keil ",no-need to obtain,none,stoa0233-stoa003,yes,,,,
https://viaf.org/viaf/10638270/,n79-75182,10638270,Pliny the Younger,"Como, Italy/Rome, Italy",100 CE-200 CE,61 CE/62 CE,117 CE,C. Plinius Caecilius Secundus ,C. Plinius Caecilius Secundus (minor),C. Plinius Caecilius Secundus ,PLIN.,Plin.,Plin.,Panegyricus,100 CE,PLIN. Pan. 95. 5 ,Plin. Pan.,none,Schuster T 1952 ,yes-(we also have a reprint that is not in public domain),Keil 1853,yes,Gesn.; Gierig; Keil; Schwartz (Baehrens --XII),no-need to obtain,1318.2,stoa0233-stoa002,yes,,,,
https://viaf.org/viaf/10638270/,n79-75182,10638270,Pliny the Younger,"Como, Italy/Rome, Italy",100 CE-200 CE,61 CE/62 CE,117 CE,C. Plinius Caecilius Secundus ,C. Plinius Caecilius Secundus (minor),C. Plinius Caecilius Secundus ,PLIN.,Plin.,Plin.,Versus,97 CE-110 CE,none,none,none,none,n.a.,none,n.a.,none,n.a.,1318.3,none,yes,,,,
https://viaf.org/viaf/44692077,none,44692077,"Plinius, Valerianus, 6./7. Jh.",,600 CE-700 CE,,,none,Plinius Valerianus,none,none,Plin. Val.,none,De Medicina,,none,none,none,none,n.a.,Pighinucci 1509,no,Rose 1875?,no-need to obtain,none,stoa0233a-stoa0001,yes,,,This is an attributed author-work is the same as below,
https://viaf.org/viaf/47563510,none,47563510,Plinius Secundus Iunior ca. 4. Jh. n. Chr,,400 CE,,,none,none,none,none,none,none,De Medicina,,none,none,none,none,n.a.,Rose 1875,no,Rose 1875,no-need to obtain,none,stoa0233a-stoa0001,yes,,,This is an attributed author-work is the same as above,
https://viaf.org/viaf/288347616,none,288347616,Polemeus Silvius,France,500 CE,,,none,none,none,none,none,none,Kalendarium Anno CCCCIIL Conscriptum,448 CE-449 CE,none,none,none,none,n.a.,Migne 13,yes,none,n.a.,none,stoa0232a-stoa001,yes,,,,
https://viaf.org/viaf/2153063095519320009/,n82-153080,2153063095519320009,"Pollio, Gaius Asinius, 76 B.C.-4 A.D.","Rome, Italy",100 BCE-100 CE,76 BCE,4 CE,C. Asinius Pollio ,C. Asinius Pollio ,C. Asinius Pollio ,POL.,Asin. / Asin. Pol.,none,Epistulae,,POL. Fam. 10. 33. 5 ,none,none,Purser OCT 1901,yes,,,see Cic. Fam,yes,none,none,yes,,474.56,,
https://viaf.org/viaf/2153063095519320009/,n82-153080,2153063095519320009,"Pollio, Gaius Asinius, 76 B.C.-4 A.D.","Rome, Italy",100 BCE-100 CE,76 BCE,4 CE,C. Asinius Pollio ,C. Asinius Pollio ,C. Asinius Pollio ,POL.,Asin. / Asin. Pol.,none,Grammatica,,POL. gram. 12 ,none,none,Funaioli T 1907 (Grammaticae Romanae Fragmenta),yes-Google has scanned,,,see Charisius and Priscian and Suetonius,n.a.,981.4,none,yes,,,,
https://viaf.org/viaf/2153063095519320009/,n82-153080,2153063095519320009,"Pollio, Gaius Asinius, 76 B.C.-4 A.D.","Rome, Italy",100 BCE-100 CE,76 BCE,4 CE,C. Asinius Pollio ,C. Asinius Pollio ,C. Asinius Pollio ,POL.,Asin. / Asin. Pol.,none,Historiae,,POL. hist. 8 ,none,none,"Peter T 1914, 1906 (Historicorum Romanorum, Vol 1-2)",yes,same as OLD,yes,see Cic. Fam,n.a.,981.5,none,yes,,,,
https://viaf.org/viaf/2153063095519320009/,n82-153080,2153063095519320009,"Pollio, Gaius Asinius, 76 B.C.-4 A.D.","Rome, Italy",100 BCE-100 CE,76 BCE,4 CE,C. Asinius Pollio ,C. Asinius Pollio ,C. Asinius Pollio ,POL.,Asin. / Asin. Pol.,none,Orationes,,POL. orat. 50 ,none,none,Malcovati Turin 1930 (Oratorum Romanorum Fragmenta),no-not in public domain,Meyer 1842,yes,see Quinitlian,n..a.,981.3,none,no,,,,
https://viaf.org/viaf/2153063095519320009/,n82-153080,2153063095519320009,"Pollio, Gaius Asinius, 76 B.C.-4 A.D.","Rome, Italy",100 BCE-100 CE,76 BCE,4 CE,C. Asinius Pollio ,C. Asinius Pollio ,C. Asinius Pollio ,POL.,Asin. / Asin. Pol.,none,Carmina,,POL. poet. 1 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,see Charisius and Priscian and Suetonius,n.a.,981.6,none,yes,,981.1,Created a PHI identifier for this work,
https://viaf.org/viaf/6224297/,n80-13395,6224297,"Pompey, the Great, 106-48 B.C.","Rome, Italy",100 BCE,106 BCE,48 BCE,Cn. Pompeius Magnus ,none,none,POMP.,none,none,Epistulae,,POMP. Att. 8. 12d. 2 ,none,none,Purser OCT 1903,yes,,,none,n.a.,none,none,yes,,474.57,,
https://viaf.org/viaf/6224297/,n80-13395,6224297,"Pompey, the Great, 106-48 B.C.","Rome, Italy",100 BCE,106 BCE,48 BCE,Cn. Pompeius Magnus ,none,none,POMP.,none,none,Orationes,,POMP. orat. 22 ,none,none,Malcovati Turin 1930 (Oratorum Romanorum Fragmenta),no-not in public domain,Meyer 1842,yes,none,n.a.,none,stoa0233b-stoa001,no,,,,
https://viaf.org/viaf/12653928/,no2004-94622,12653928,"Pompeius, 5th/6th cent.",,500 CE-600 CE,,,none,none(not in list),none,none,Pompei. / Pompei. Gram.,none,Commentum Artis Donati,,none,Pompei. Ap. Donat.,none,none,n.a.,Keil (Grammatici Latini),yes,"Keil (Grammatici Latini), Putschius (Grammaticae Latinae-1605)",yes-Google has scanned,none,stoa0233c-stoa001,yes,,,,
https://viaf.org/viaf/47153151/,none,47153151,Pompeius Planta,,100 CE,,,none,none,none,none,none,none,HIstoriae,,none,none,none,none,n.a.,HRR,yes,none,n.a.,none,stoa0233e-stoa001,yes,,,,
https://viaf.org/viaf/4821001,nr95-26833,4821001,"Pompeius Rufus, Q., active 63 B.C.-51 B.C.","Rome, Italy",100 BCE,,,none,none,Q. Pompeius Q.f.A.n. Rufus,none,none,none,Oratio,63 BCE-51 BCE,none,none,none,Malcovati Turin 1930 (Oratorum Romanorum Fragmenta),no-not in public domain,Meyer 1842,yes,none,n.a.,614.1,none,yes,,,,
https://viaf.org/viaf/29425402/,nr95-26839,29425402,"Pompeius Rufus, Q. (Quintus), d. 88 B.C.","Rome, Italy",200 BCE-100 BCE,,88 BCE,Q. Pompeius Rufus ,none,Q. Pompeius Q. f. Q. n. Rufus,POMP. RUF.,none,none,Oratio,,POMP. RUF. orat. 4 ,none,none,Malcovati Turin 1930 (Oratorum Romanorum Fragmenta),no-not in public domain,Meyer 1842,yes,none,n.a.,615.1,none,no,,,,
https://viaf.org/viaf/44189131/,nr95-20967,44189131,"Pompilius, fl. 100 B.C.","Rome, Italy",200 BCE-100 BCE,,,Pompilius ,none,Pompilius ,POMPIL.,none,none,Epigramma,100 BCE,POMPIL. poet. 1. 2 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,n.a.,616.1,none,yes,,,,
https://viaf.org/viaf/44189131/,nr95-20967,44189131,"Pompilius, fl. 100 B.C.","Rome, Italy",200 BCE-100 BCE,,,Pompilius ,none,Pompilius ,POMPIL.,none,none,Tragoedia ,100 BCE,POMPIL. trag. 1 ,none,none,"Ribbeck T 1897 (Scaenicae Romanorum poesis fragmenta, Vol I)",yes,samae as OLD,yes,none,n.a.,616.2,none,yes,,,,
https://viaf.org/viaf/244373221,none,244373221,"Pomponius, 4./5. Jh. n. Chr. . Pomponius Cento Vergilianus",,400 CE-500 CE,,,none,none,none,none,none,none,Pomponius Versus ad gratiam domini,,none,none,none,none,yes,none,n.a.,none,n.a.,none,stoa0233h-stoa001,yes,,,,
https://viaf.org/viaf/37264245/,nr95-31002,37264245,"Pomponius, L. (Lucius), Bononiensis, fl. 100-85 B.C.","Rome, Italy",200 BCE-100 BCE,,,L. Pomponius (Bononiensis) ,L. Pomponius,L. Pomponius (Bononiensis) ,POMPON.,Pomp.,none,Atellanae,100 BCE-85 BCE,POMPON. com. 195 ,none,none,"Ribbeck T 1898  (Scaenicae Romanorum poesis fragmenta, Vol II)",yes,same as OLD,yes,Rib.,yes-we have scanned,618.1,none,yes,,,,
https://viaf.org/viaf/68839172/,nr97-44688,68839172,"Pomponius Porphyrio, 3rd cent.",,300 CE,,,none,none(not in list),Pomponius Porphyrio,none,Porphyr.,none,Commentum in Horati Carmina,,none,Porphyr. ad Hor. C. / Porphyr. Hor. C.,none,none,n.a.,"Holder 1894, Meyer 1874",yes,Hauthal? Mueller?,yes,1512.1,none,yes,,,,
https://viaf.org/viaf/68839172/,nr97-44688,68839172,"Pomponius Porphyrio, 3rd cent.",,300 CE,,,none,none(not in list),Pomponius Porphyrio,none,Porphyr.,none,Comment. in Hor. Artem Poet.,,none,none,none,none,n.a.,"Holder 1894, Meyer 1874",yes,Hauthal? Mueller?,yes,1512.2,none,yes,,,,
https://viaf.org/viaf/68839172/,nr97-44688,68839172,"Pomponius Porphyrio, 3rd cent.",,300 CE,,,none,none(not in list),Pomponius Porphyrio,none,Porphyr.,none,Comment. in Hor. Carm. Saec.,,none,none,none,none,n.a.,"Holder 1894, Meyer 1874",yes,Hauthal? Mueller?,yes,1512.3,none,yes,,,,
https://viaf.org/viaf/68839172/,nr97-44688,68839172,"Pomponius Porphyrio, 3rd cent.",,300 CE,,,none,none(not in list),Pomponius Porphyrio,none,Porphyr.,none,Commentum in Horati Epodos,,none,Porphyr. ad Hor. Epod.,none,none,n.a.,"Holder 1894, Meyer 1874",yes,Hauthal? Mueller?,yes,1512.4,none,yes,,,,
https://viaf.org/viaf/68839172/,nr97-44688,68839172,"Pomponius Porphyrio, 3rd cent.",,300 CE,,,none,none(not in list),Pomponius Porphyrio,none,Porphyr.,none,Commentum in Horati Sermones,,none,Porphyr. ad Hor. S. / Porphyr. Hor. S.,none,none,n.a.,"Holder 1894, Meyer 1874",yes,Hauthal? Mueller?,yes,1512.5,none,yes,,,,
https://viaf.org/viaf/68839172/,nr97-44688,68839172,"Pomponius Porphyrio, 3rd cent.",,300 CE,,,none,none(not in list),Pomponius Porphyrio,none,Porphyr.,none,Commentum in Horati Epistulas,,none,Porphyr. ad Hor. Ep,none,none,n.a.,"Holder 1894, Meyer 1874",yes,Hauthal? Mueller?,yes,1512.6,none,yes,,,,
https://viaf.org/viaf/68839172/,nr97-44688,68839172,"Pomponius Porphyrio, 3rd cent.",,300 CE,,,none,none(not in list),Pomponius Porphyrio,none,Porphyr.,none,Vita Horati,,none,none,none,none,n.a.,"Holder 1894, Meyer 1874",yes,Hauthal? Mueller?,yes,1512.7,none,yes,,,,
https://viaf.org/viaf/56960115/,nr95-30997,56960115,"Pomponius Secundus, P. (Publius), 1st cent. A.D.",,100 CE,,,P. Pomponius Secundus ,none,P. Pomponius Secundus ,P. POMPON.,none,none,Praetextae,,none,none,none,none,n.a.,none,na.,none,n.a.,987.2,none,yes,,,,
https://viaf.org/viaf/56960115/,nr95-30997,56960115,"Pomponius Secundus, P. (Publius), 1st cent. A.D.",,100 CE,,,P. Pomponius Secundus ,none,P. Pomponius Secundus ,P. POMPON.,none,none,Tragoediae,,P. POMPON. trag.12 ,none,none,"Ribbeck T 1897 (Scaenicae Romanorum poesis fragmenta, Vol I)",yes,same as OLD,yes,none,n.a.,987.1,none,yes,,,,
https://viaf.org/viaf/67261809/,nr95-39005,67261809,"Pomponius, Sextus, 2nd cent.",,200 CE,160 CE,180 CE,Sex. Pomponius ,Sextus Pomponius,Sex. Pomponius,POMPON.,Pompon.,none,Digesta?,,POMPON. dig. 50. 17.206 ,none,none,"Mommsen-Krueger Berlin 1922 (Corpus iuris civilis, Vol I (Digesta Iustiniani in OLD))",no-need to obtain (have older version),,,"Dig, Dig.Momms.",no-need to obtain,none,none,yes,,2806.2,,
https://viaf.org/viaf/67261809/,nr95-39005,67261809,"Pomponius, Sextus, 2nd cent.",,200 CE,160 CE,180 CE,Sex. Pomponius ,Sextus Pomponius,Sex. Pomponius,POMPON.,Pompon.,none,Liber Regularum; fragmentum,,POMPON. iur. 1 ,none,none,Seckel-Kuebler T 1908  (Iurisprudentia Anteiustiniana),no-need to obtain,,,"Dig, Dig.Momms. (most citations are quotations from grammarians, ap. Non, ap. Prisc., etc)",no-need to obtain,1321.2,none,no,,,,
https://viaf.org/viaf/39766677,39766677,39766677,Ponnanus Poeta,,,,,none,none,none,none,none,none,Carmina,,none,none,none,none,n.a.,none,n.a.,none,n.a.,,stoa0233f-stoa001,no,,,,
https://viaf.org/viaf/9919481,none,9919481,"Pontano, Giovanni, 1426-1503",,1500 CE-1600 CE,1426 CE,1503 CE,none,none,none,none,none,none,Carmina Erotica,,,,,,,,,,,,stoa0234-stoa001,no,,,Author on orignal STOA LIst,
https://viaf.org/viaf/64395166,none,64395166,Pontianus Africanus ca. um 540,,,,,none,none,none,none,none,none,Epistola Ad Justinianum Imperatorem,,none,none,none,none,n.a.,Migne 67,n.a.,none,n.a.,,stoa0235a-stoa001,no,,,,
https://viaf.org/viaf/163516157/,none,163516157,Pontius Diaconus,,,,,none,none,none,none,none,none,Vita Caecilii Cypriani,,none,none,none,none,n.a.,CSEL 3.1,yes,none,n.a.,none,stoa0233d-stoa001,yes,,,,
https://viaf.org/viaf/163516157/,none,163516157,Pontius Diaconus,,,,,none,none,none,none,none,none,Acta proconsularia Sancti Cypriani,,none,none,none,none,n.a.,Migne 3,yes,none,n.a.,none,stoa0233d-stoa002,yes,,,,
https://viaf.org/viaf/185390806/,no2010-072269,185390806,"Latro, Marcus Porcius, 57-4 B.C. (pseudo)",,,,,none,none,none,none,Porc. Latro.,none,Declamationes in Catilinam,,none,Decl. in Catil / Declam.,none,none,n.a.,Zimmerer 1888,no,"see Cicero and Sallust, and Meyer (Oratorum Romanorum Fragmenta)",n.a,none,stoa0171b-stoa001,no,,,"This author is not the correct one, this is an anonymous work",
https://viaf.org/viaf/26954027/,nr95-21141,26954027,"Porcius Licinus, fl. 2nd cent. B.C.",,200 BCE,,,Porcius Licinus ,none,Porcius Licinus ,PORC.,none,none,Grammatica,,PORC. gram. 6 ,none,none,Funaioli T 1907 (Grammaticae Romanae Fragmenta),yes-IA has scanned,,,none,n.a.,321.2,none,yes,,,Created a PHI identifier for this work,
https://viaf.org/viaf/26954027/,nr95-21141,26954027,"Porcius Licinus, fl. 2nd cent. B.C.",,200 BCE,,,Porcius Licinus ,none,Porcius Licinus ,PORC.,none,none,Carmina,,PORC. poet. 7 ,none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),no-not in public domain,"FPR, Baehrens (Teubner 1886)",yes,none,n.a.,321.1,none,yes,,,,
http://viaf.org/viaf/22286869/,none,22286869,"Posthius, Johannes, 1537-1597",,1600 CE,1537 CE,1597 CE,none,none,none,none,none,noen,Poems,,none,none,none,none,n.a.,none,n.a.,none,n.a.,none,stoa0233g-stoa001,yes,,,,
https://viaf.org/viaf/34844123/,nr95-29645,34844123,"Postumius Albinus, A. (Aulus), fl. 167-146 B.C.",,200 BCE,,,A. Postumius Albinus ,none,A. Postumius Albinus ,POST.,none,none,Annales,167 BCE-146 BCE,POST. hist. 3 ,none,none,"Peter T 1914, 1906 (Historicorum Romanorum, Vol 1-2)",yes,same as OLD,yes,none,n.a.,122.1,none,yes,,,,
https://viaf.org/viaf/11929043,,11929043,"Potamius, Bishop of Lisbon, active 4th century",,400 CE,,,none,none,none,none,none,none,Tractatus Duo,,none,none,none,none,n.a.,Migne 8,yes,none,n.a.,none,stoa0233i-stoa001,,,,,
none,none,,Anonymous,,,,,none,none,Anonymi Epici et Lyrici,Praec.,none,none,Praecepta Rustica et Medica ,,Praec. 5. 5 (poet. p. 31),none,none,Morel T 1927 (Fragmenta Poetarum Latinorum),yes,"FPR, Baehrens (Teubner 1886)",yes,none,n.a.,9500.10,none,yes,,,,
https://viaf.org/viaf/9305148574373924430002,none,9305148574373924430002,Precatio omnium herbarum,,,,,none,none,Precatio Omnium Herbarum,Praec. Herb.,none,none,Precatio Omnium Herbarum,,Prec. Herb. 21,none,none,Poetae Latini Minores Baehrens T 1879  / AL Reise 1904,yes,same as OLD,yes,none,n.a.,990.1,stoa0340-stoa001,yes,,,,
https://viaf.org/viaf/9921148574293724430001,none,9921148574293724430001,Precatio Terrae Matri,,,,,none,none,Precatio Terrae ,Praec.Ter.,none,none,Precatio Terrae ,,Prec. Ter. 32 ,none,none,Poetae Latini Minores Baehrens T 1879  / AL Reise 1904,yes,same as OLD,yes,none,n.a.,993.1,stoa0341-stoa001,yes,,,,
https://viaf.org/viaf/192603565,,92603565,"Vergilius Maro, Publius v70-v19 | Priapea ",,,,,none,none,Priapea. Appendix Vergiliana,none,none,none,Priapea,,none,none,none,Ellis OCT 1907 / OCT 1966,yes,none,n.a.,none,n.a.,692.8,stoa0297-stoa013,yes,,,,
https://viaf.org/viaf/184679300/,n79-056813,184679300,Priapea,,,,,Anonymous,Auctor Priapeorum,Priapea,Priap.,Auct. Priap.,none,Priapea,,Priap. 86. 21 ,Priap.,none,Buecheler-Heraeus Berlin 1922  / VOllmer 1923,no-need to obtain,"PLM I, Baehrens",yes,"Buch., Societas Bipontina(Petronius)",yes,1103.1,stoa0342-stoa001,yes,,,Google has scanned the Buceheler edition,
https://viaf.org/viaf/185857523/,,185857523,Appendix Vergiliana,,,,,none,none,Praipaeum 'Quid Hoc Novi Est',none,none,none,Priapeum 'Quid Hoc Novi Est',,none,none,none,OCT Richmond 1966,n.a.,none,n.a.,none,n.a.,692.10,none,no,,,,
https://viaf.org/viaf/263017354/,,63017354,"Primasius von Hadrumetum, Bischof ca. 6. Jh.
                           ",,,,,none,Primasius Adrumetanus Episcopus,none,none,none,none,Commentariorum Super Apocalypsim Beati Joannis Liber Quinque,,none,none,none,none,n.a.,Migne 68,n.a.,none,n.a.,none,stoa0235b-stoa001,yes,,,,
https://viaf.org/viaf/263017354/,,63017354,"Primasius von Hadrumetum, Bischof ca. 6. Jh.
                           ",,,,,none,Primasius Adrumetanus Episcopus,none,none,none,none,In Epistolas Sancti Pauli,,none,none,none,none,n.a.,Migne 68,n.a.,none,n.a.,none,stoa0235b-stoa002,yes,,,,
